transactions,item,date,time,month,day,period_day,weekday_weekend
4609,Bread,14/11/2017,23:58:00,November,Tuesday,night,weekday
4609,Salad,15/11/2017,0:58:00,November,Wednesday,night,weekday
4609,Pastry,15/11/2017,1:58:00,November,Wednesday,night,weekday
4610,Coffee,15/11/2017,2:58:00,November,Wednesday,night,weekday
4611,Bread,15/11/2017,3:58:00,November,Wednesday,night,weekday
4612,Bread,15/11/2017,4:58:00,November,Wednesday,night,weekday
4613,Hot chocolate,15/11/2017,5:58:00,November,Wednesday,morning,weekday
4614,Coffee,15/11/2017,6:58:00,November,Wednesday,morning,weekday
4614,Toast,15/11/2017,7:58:00,November,Wednesday,morning,weekday
4615,Sandwich,15/11/2017,8:58:00,November,Wednesday,morning,weekday
4616,Truffles,15/11/2017,9:58:00,November,Wednesday,morning,weekday
4617,Medialuna,15/11/2017,10:58:00,November,Wednesday,morning,weekday
4617,Cake,15/11/2017,11:58:00,November,Wednesday,morning,weekday
4617,Toast,15/11/2017,12:58:00,November,Wednesday,afternoon,weekday
4617,Coffee,15/11/2017,13:58:00,November,Wednesday,afternoon,weekday
4617,Coffee,15/11/2017,14:58:00,November,Wednesday,afternoon,weekday
4618,Coffee,15/11/2017,15:58:00,November,Wednesday,afternoon,weekday
4619,Coffee,15/11/2017,16:58:00,November,Wednesday,afternoon,weekday
4619,Cake,15/11/2017,17:58:00,November,Wednesday,evening,weekday
4619,Vegan mincepie,15/11/2017,18:58:00,November,Wednesday,evening,weekday
4620,Bread,15/11/2017,19:58:00,November,Wednesday,evening,weekday
4622,Farm House,15/11/2017,20:58:00,November,Wednesday,evening,weekday
4623,Coffee,15/11/2017,21:58:00,November,Wednesday,night,weekday
4624,Scone,15/11/2017,22:58:00,November,Wednesday,night,weekday
4624,Tea,15/11/2017,23:58:00,November,Wednesday,night,weekday
4624,Sandwich,16/11/2017,0:58:00,November,Thursday,night,weekday
4625,Bread,16/11/2017,1:58:00,November,Thursday,night,weekday
4625,Coffee,16/11/2017,2:58:00,November,Thursday,night,weekday
4626,Coffee,16/11/2017,3:58:00,November,Thursday,night,weekday
4626,Jammie Dodgers,16/11/2017,4:58:00,November,Thursday,night,weekday
4627,Tea,16/11/2017,5:58:00,November,Thursday,morning,weekday
4627,Coffee,16/11/2017,6:58:00,November,Thursday,morning,weekday
4627,Toast,16/11/2017,7:58:00,November,Thursday,morning,weekday
4628,Tea,16/11/2017,8:58:00,November,Thursday,morning,weekday
4628,Coffee,16/11/2017,9:58:00,November,Thursday,morning,weekday
4628,Bread,16/11/2017,10:58:00,November,Thursday,morning,weekday
4628,Salad,16/11/2017,11:58:00,November,Thursday,morning,weekday
4628,Tiffin,16/11/2017,12:58:00,November,Thursday,afternoon,weekday
4629,Cake,16/11/2017,13:58:00,November,Thursday,afternoon,weekday
4629,Pastry,16/11/2017,14:58:00,November,Thursday,afternoon,weekday
4629,Pastry,16/11/2017,15:58:00,November,Thursday,afternoon,weekday
4629,Alfajores,16/11/2017,16:58:00,November,Thursday,afternoon,weekday
4629,Alfajores,16/11/2017,17:58:00,November,Thursday,evening,weekday
4629,Coffee,16/11/2017,18:58:00,November,Thursday,evening,weekday
4629,Bread,16/11/2017,19:58:00,November,Thursday,evening,weekday
4630,Coffee,16/11/2017,20:58:00,November,Thursday,evening,weekday
4630,Scone,16/11/2017,21:58:00,November,Thursday,night,weekday
4631,Tea,16/11/2017,22:58:00,November,Thursday,night,weekday
4632,Brownie,16/11/2017,23:58:00,November,Thursday,night,weekday
4632,Pastry,17/11/2017,0:58:00,November,Friday,night,weekday
4632,Coffee,17/11/2017,1:58:00,November,Friday,night,weekday
4634,Bread,17/11/2017,2:58:00,November,Friday,night,weekday
4635,Tea,17/11/2017,3:58:00,November,Friday,night,weekday
4636,Scone,17/11/2017,4:58:00,November,Friday,night,weekday
4637,Bread,17/11/2017,5:58:00,November,Friday,morning,weekday
4638,Tea,17/11/2017,6:58:00,November,Friday,morning,weekday
4638,Scone,17/11/2017,7:58:00,November,Friday,morning,weekday
4639,Coffee,17/11/2017,8:58:00,November,Friday,morning,weekday
4639,Tea,17/11/2017,9:58:00,November,Friday,morning,weekday
4639,Scone,17/11/2017,10:58:00,November,Friday,morning,weekday
4639,Cake,17/11/2017,11:58:00,November,Friday,morning,weekday
4640,Coffee,17/11/2017,12:58:00,November,Friday,afternoon,weekday
4640,Truffles,17/11/2017,13:58:00,November,Friday,afternoon,weekday
4640,Cake,17/11/2017,14:58:00,November,Friday,afternoon,weekday
4640,Vegan mincepie,17/11/2017,15:58:00,November,Friday,afternoon,weekday
4641,Bread,17/11/2017,16:58:00,November,Friday,afternoon,weekday
4642,Hot chocolate,17/11/2017,17:58:00,November,Friday,evening,weekday
4642,Medialuna,17/11/2017,18:58:00,November,Friday,evening,weekday
4643,Tea,17/11/2017,19:58:00,November,Friday,evening,weekday
4643,Hot chocolate,17/11/2017,20:58:00,November,Friday,evening,weekday
4643,Cookies,17/11/2017,21:58:00,November,Friday,night,weekday
4643,Jammie Dodgers,17/11/2017,22:58:00,November,Friday,night,weekday
4643,Bread,17/11/2017,23:58:00,November,Friday,night,weekday
4644,Bread,18/11/2017,0:58:00,November,Saturday,night,weekend
4645,Coffee,18/11/2017,1:58:00,November,Saturday,night,weekend
4645,Coffee,18/11/2017,2:58:00,November,Saturday,night,weekend
4645,Toast,18/11/2017,3:58:00,November,Saturday,night,weekend
4646,Coffee,18/11/2017,4:58:00,November,Saturday,night,weekend
4647,Scandinavian,18/11/2017,5:58:00,November,Saturday,morning,weekend
4647,Bread,18/11/2017,6:58:00,November,Saturday,morning,weekend
4649,Tea,18/11/2017,7:58:00,November,Saturday,morning,weekend
4649,Cookies,18/11/2017,8:58:00,November,Saturday,morning,weekend
4649,Tiffin,18/11/2017,9:58:00,November,Saturday,morning,weekend
4649,Brownie,18/11/2017,10:58:00,November,Saturday,morning,weekend
4649,Coffee,18/11/2017,11:58:00,November,Saturday,morning,weekend
4650,Tiffin,18/11/2017,12:58:00,November,Saturday,afternoon,weekend
4651,Coffee,18/11/2017,13:58:00,November,Saturday,afternoon,weekend
4652,Coffee,18/11/2017,14:58:00,November,Saturday,afternoon,weekend
4652,Toast,18/11/2017,15:58:00,November,Saturday,afternoon,weekend
4652,Tiffin,18/11/2017,16:58:00,November,Saturday,afternoon,weekend
4652,Farm House,18/11/2017,17:58:00,November,Saturday,evening,weekend
4653,Hot chocolate,18/11/2017,18:58:00,November,Saturday,evening,weekend
4653,Bread,18/11/2017,19:58:00,November,Saturday,evening,weekend
4653,Medialuna,18/11/2017,20:58:00,November,Saturday,evening,weekend
4653,Toast,18/11/2017,21:58:00,November,Saturday,night,weekend
4654,Hot chocolate,18/11/2017,22:58:00,November,Saturday,night,weekend
4654,Bread,18/11/2017,23:58:00,November,Saturday,night,weekend
4654,Medialuna,19/11/2017,0:58:00,November,Sunday,night,weekend
4654,Toast,19/11/2017,1:58:00,November,Sunday,night,weekend
4655,Hot chocolate,19/11/2017,2:58:00,November,Sunday,night,weekend
4655,Bread,19/11/2017,3:58:00,November,Sunday,night,weekend
4655,Medialuna,19/11/2017,4:58:00,November,Sunday,night,weekend
4655,Toast,19/11/2017,5:58:00,November,Sunday,morning,weekend
4656,Alfajores,19/11/2017,6:58:00,November,Sunday,morning,weekend
4656,Scone,19/11/2017,7:58:00,November,Sunday,morning,weekend
4657,Coffee,19/11/2017,8:58:00,November,Sunday,morning,weekend
4657,Cookies,19/11/2017,9:58:00,November,Sunday,morning,weekend
4658,Coffee,19/11/2017,10:58:00,November,Sunday,morning,weekend
4659,Brownie,19/11/2017,11:58:00,November,Sunday,morning,weekend
4659,Pastry,19/11/2017,12:58:00,November,Sunday,afternoon,weekend
4659,Bread,19/11/2017,13:58:00,November,Sunday,afternoon,weekend
4660,Bread,19/11/2017,14:58:00,November,Sunday,afternoon,weekend
4661,Pastry,19/11/2017,15:58:00,November,Sunday,afternoon,weekend
4661,Bread,19/11/2017,16:58:00,November,Sunday,afternoon,weekend
4662,Coffee,19/11/2017,17:58:00,November,Sunday,evening,weekend
4663,Coffee,19/11/2017,18:58:00,November,Sunday,evening,weekend
4663,Hot chocolate,19/11/2017,19:58:00,November,Sunday,evening,weekend
4663,Hearty & Seasonal,19/11/2017,20:58:00,November,Sunday,evening,weekend
4663,Bread,19/11/2017,21:58:00,November,Sunday,night,weekend
4664,Coffee,19/11/2017,22:58:00,November,Sunday,night,weekend
4665,Bread,19/11/2017,23:58:00,November,Sunday,night,weekend
4666,Cake,20/11/2017,0:58:00,November,Monday,night,weekend
4667,Coffee,20/11/2017,1:58:00,November,Monday,night,weekend
4667,Coffee,20/11/2017,2:58:00,November,Monday,night,weekend
4667,Cookies,20/11/2017,3:58:00,November,Monday,night,weekend
4667,Scone,20/11/2017,4:58:00,November,Monday,night,weekend
4668,Coffee,20/11/2017,5:58:00,November,Monday,morning,weekend
4668,Coffee,20/11/2017,6:58:00,November,Monday,morning,weekend
4668,Medialuna,20/11/2017,7:58:00,November,Monday,morning,weekend
4668,Cake,20/11/2017,8:58:00,November,Monday,morning,weekend
4668,Tiffin,20/11/2017,9:58:00,November,Monday,morning,weekend
4669,Coffee,20/11/2017,10:58:00,November,Monday,morning,weekend
4669,Medialuna,20/11/2017,11:58:00,November,Monday,morning,weekend
4669,Medialuna,20/11/2017,12:58:00,November,Monday,afternoon,weekend
4669,Medialuna,20/11/2017,13:58:00,November,Monday,afternoon,weekend
4670,Tea,20/11/2017,14:58:00,November,Monday,afternoon,weekend
4670,Truffles,20/11/2017,15:58:00,November,Monday,afternoon,weekend
4670,Medialuna,20/11/2017,16:58:00,November,Monday,afternoon,weekend
4671,Pastry,20/11/2017,17:58:00,November,Monday,evening,weekend
4671,Coffee,20/11/2017,18:58:00,November,Monday,evening,weekend
4672,Coffee,20/11/2017,19:58:00,November,Monday,evening,weekend
4672,Coffee,20/11/2017,20:58:00,November,Monday,evening,weekend
4672,Hot chocolate,20/11/2017,21:58:00,November,Monday,night,weekend
4673,Scandinavian,20/11/2017,22:58:00,November,Monday,night,weekend
4674,Coffee,20/11/2017,23:58:00,November,Monday,night,weekend
4674,Coffee,21/11/2017,0:58:00,November,Tuesday,night,weekend
4674,Tea,21/11/2017,1:58:00,November,Tuesday,night,weekend
4674,Scone,21/11/2017,2:58:00,November,Tuesday,night,weekend
4675,Coffee,21/11/2017,3:58:00,November,Tuesday,night,weekend
4676,Hot chocolate,21/11/2017,4:58:00,November,Tuesday,night,weekend
4676,Coffee,21/11/2017,5:58:00,November,Tuesday,morning,weekend
4676,Bread,21/11/2017,6:58:00,November,Tuesday,morning,weekend
4676,Scone,21/11/2017,7:58:00,November,Tuesday,morning,weekend
4676,Cookies,21/11/2017,8:58:00,November,Tuesday,morning,weekend
4676,Hearty & Seasonal,21/11/2017,9:58:00,November,Tuesday,morning,weekend
4677,Bread,21/11/2017,10:58:00,November,Tuesday,morning,weekend
4678,Bread,21/11/2017,11:58:00,November,Tuesday,morning,weekend
4679,Coffee,21/11/2017,12:58:00,November,Tuesday,afternoon,weekend
4679,Alfajores,21/11/2017,13:58:00,November,Tuesday,afternoon,weekend
4679,Pastry,21/11/2017,14:58:00,November,Tuesday,afternoon,weekend
4680,Cake,21/11/2017,15:58:00,November,Tuesday,afternoon,weekend
4680,Tiffin,21/11/2017,16:58:00,November,Tuesday,afternoon,weekend
4680,Bread,21/11/2017,17:58:00,November,Tuesday,evening,weekend
4680,Hot chocolate,21/11/2017,18:58:00,November,Tuesday,evening,weekend
4680,Coffee,21/11/2017,19:58:00,November,Tuesday,evening,weekend
4681,Cake,21/11/2017,20:58:00,November,Tuesday,evening,weekend
4681,Farm House,21/11/2017,21:58:00,November,Tuesday,night,weekend
4682,Coffee,21/11/2017,22:58:00,November,Tuesday,night,weekend
4682,Pastry,21/11/2017,23:58:00,November,Tuesday,night,weekend
4683,Coffee,22/11/2017,0:58:00,November,Wednesday,night,weekend
4683,Alfajores,22/11/2017,1:58:00,November,Wednesday,night,weekend
4684,Tea,22/11/2017,2:58:00,November,Wednesday,night,weekend
4685,Coffee,22/11/2017,3:58:00,November,Wednesday,night,weekend
4685,Hearty & Seasonal,22/11/2017,4:58:00,November,Wednesday,night,weekend
4686,Coffee,22/11/2017,5:58:00,November,Wednesday,morning,weekend
4686,Coffee,22/11/2017,6:58:00,November,Wednesday,morning,weekend
4687,Bread,22/11/2017,7:58:00,November,Wednesday,morning,weekend
4687,Tea,22/11/2017,8:58:00,November,Wednesday,morning,weekend
4687,Tiffin,22/11/2017,9:58:00,November,Wednesday,morning,weekend
4688,Tea,22/11/2017,10:58:00,November,Wednesday,morning,weekend
4689,Bread,22/11/2017,11:58:00,November,Wednesday,morning,weekend
4690,Coffee,22/11/2017,12:58:00,November,Wednesday,afternoon,weekend
4690,Tea,22/11/2017,13:58:00,November,Wednesday,afternoon,weekend
4691,Bread,22/11/2017,14:58:00,November,Wednesday,afternoon,weekend
4692,Coffee,22/11/2017,15:58:00,November,Wednesday,afternoon,weekend
4692,Tea,22/11/2017,16:58:00,November,Wednesday,afternoon,weekend
4692,Tea,22/11/2017,17:58:00,November,Wednesday,evening,weekend
4692,Hearty & Seasonal,22/11/2017,18:58:00,November,Wednesday,evening,weekend
4692,Tiffin,22/11/2017,19:58:00,November,Wednesday,evening,weekend
4692,Bread,22/11/2017,20:58:00,November,Wednesday,evening,weekend
4692,Cake,22/11/2017,21:58:00,November,Wednesday,night,weekend
4693,Bread,22/11/2017,22:58:00,November,Wednesday,night,weekend
4694,Bread,22/11/2017,23:58:00,November,Wednesday,night,weekend
4695,Hot chocolate,23/11/2017,0:58:00,November,Thursday,night,weekend
4696,Coffee,23/11/2017,1:58:00,November,Thursday,night,weekend
4696,Coffee,23/11/2017,2:58:00,November,Thursday,night,weekend
4696,Brownie,23/11/2017,3:58:00,November,Thursday,night,weekend
4696,Pastry,23/11/2017,4:58:00,November,Thursday,night,weekend
4696,Bread,23/11/2017,5:58:00,November,Thursday,morning,weekend
4697,Scone,23/11/2017,6:58:00,November,Thursday,morning,weekend
4698,Coffee,23/11/2017,7:58:00,November,Thursday,morning,weekend
4698,Brownie,23/11/2017,8:58:00,November,Thursday,morning,weekend
4698,Alfajores,23/11/2017,9:58:00,November,Thursday,morning,weekend
4698,Toast,23/11/2017,10:58:00,November,Thursday,morning,weekend
4698,Juice,23/11/2017,11:58:00,November,Thursday,morning,weekend
4699,Coffee,23/11/2017,12:58:00,November,Thursday,afternoon,weekend
4699,Coffee,23/11/2017,13:58:00,November,Thursday,afternoon,weekend
4699,Tea,23/11/2017,14:58:00,November,Thursday,afternoon,weekend
4699,Bread,23/11/2017,15:58:00,November,Thursday,afternoon,weekend
4699,Cake,23/11/2017,16:58:00,November,Thursday,afternoon,weekend
4699,Alfajores,23/11/2017,17:58:00,November,Thursday,evening,weekend
4699,Toast,23/11/2017,18:58:00,November,Thursday,evening,weekend
4701,Hearty & Seasonal,23/11/2017,19:58:00,November,Thursday,evening,weekend
4701,Sandwich,23/11/2017,20:58:00,November,Thursday,evening,weekend
4701,Coffee,23/11/2017,21:58:00,November,Thursday,night,weekend
4702,Juice,23/11/2017,22:58:00,November,Thursday,night,weekend
4702,Hot chocolate,23/11/2017,23:58:00,November,Thursday,night,weekend
4702,Coffee,24/11/2017,0:58:00,November,Friday,night,weekend
4702,Hearty & Seasonal,24/11/2017,1:58:00,November,Friday,night,weekend
4703,Brownie,24/11/2017,2:58:00,November,Friday,night,weekend
4703,Bread,24/11/2017,3:58:00,November,Friday,night,weekend
4704,Coffee,24/11/2017,4:58:00,November,Friday,night,weekend
4704,Coffee,24/11/2017,5:58:00,November,Friday,morning,weekend
4704,Cake,24/11/2017,6:58:00,November,Friday,morning,weekend
4704,Sandwich,24/11/2017,7:58:00,November,Friday,morning,weekend
4704,Hearty & Seasonal,24/11/2017,8:58:00,November,Friday,morning,weekend
4705,Coffee,24/11/2017,9:58:00,November,Friday,morning,weekend
4706,Fudge,24/11/2017,10:58:00,November,Friday,morning,weekend
4707,Tiffin,24/11/2017,11:58:00,November,Friday,morning,weekend
4707,Scone,24/11/2017,12:58:00,November,Friday,afternoon,weekend
4707,Tea,24/11/2017,13:58:00,November,Friday,afternoon,weekend
4708,Coffee,24/11/2017,14:58:00,November,Friday,afternoon,weekend
4708,Sandwich,24/11/2017,15:58:00,November,Friday,afternoon,weekend
4709,Frittata,24/11/2017,16:58:00,November,Friday,afternoon,weekend
4709,Tea,24/11/2017,17:58:00,November,Friday,evening,weekend
4709,Bread,24/11/2017,18:58:00,November,Friday,evening,weekend
4710,Coffee,24/11/2017,19:58:00,November,Friday,evening,weekend
4711,Farm House,24/11/2017,20:58:00,November,Friday,evening,weekend
4712,Bread,24/11/2017,21:58:00,November,Friday,night,weekend
4712,Cake,24/11/2017,22:58:00,November,Friday,night,weekend
4712,Alfajores,24/11/2017,23:58:00,November,Friday,night,weekend
4712,Bread,25/11/2017,0:58:00,November,Saturday,night,weekend
4713,Coffee,25/11/2017,1:58:00,November,Saturday,night,weekend
4713,Bread,25/11/2017,2:58:00,November,Saturday,night,weekend
4713,Cake,25/11/2017,3:58:00,November,Saturday,night,weekend
4714,Mineral water,25/11/2017,4:58:00,November,Saturday,night,weekend
4715,Bread,25/11/2017,5:58:00,November,Saturday,morning,weekend
4716,Focaccia,25/11/2017,6:58:00,November,Saturday,morning,weekend
4717,Tea,25/11/2017,7:58:00,November,Saturday,morning,weekend
4717,Bread,25/11/2017,8:58:00,November,Saturday,morning,weekend
4718,Scandinavian,25/11/2017,9:58:00,November,Saturday,morning,weekend
4719,Cake,25/11/2017,10:58:00,November,Saturday,morning,weekend
4720,Tiffin,25/11/2017,11:58:00,November,Saturday,morning,weekend
4721,Muffin,25/11/2017,12:58:00,November,Saturday,afternoon,weekend
4721,Cookies,25/11/2017,13:58:00,November,Saturday,afternoon,weekend
4722,Coffee,25/11/2017,14:58:00,November,Saturday,afternoon,weekend
4722,Cake,25/11/2017,15:58:00,November,Saturday,afternoon,weekend
4726,Coffee,25/11/2017,19:58:00,November,Saturday,evening,weekend
4726,Cake,25/11/2017,20:58:00,November,Saturday,evening,weekend
4727,Medialuna,25/11/2017,21:58:00,November,Saturday,night,weekend
4728,Cake,25/11/2017,22:58:00,November,Saturday,night,weekend
4728,Bread,25/11/2017,23:58:00,November,Saturday,night,weekend
4728,Jammie Dodgers,26/11/2017,0:58:00,November,Sunday,night,weekend
4729,Bread,26/11/2017,1:58:00,November,Sunday,night,weekend
4730,Coffee,26/11/2017,2:58:00,November,Sunday,night,weekend
4730,The Nomad,26/11/2017,3:58:00,November,Sunday,night,weekend
4731,The Nomad,26/11/2017,4:58:00,November,Sunday,night,weekend
4731,Tea,26/11/2017,5:58:00,November,Sunday,morning,weekend
4731,Bread,26/11/2017,6:58:00,November,Sunday,morning,weekend
4731,Tiffin,26/11/2017,7:58:00,November,Sunday,morning,weekend
4732,Coffee,26/11/2017,8:58:00,November,Sunday,morning,weekend
4732,Bread,26/11/2017,9:58:00,November,Sunday,morning,weekend
4733,Coffee,26/11/2017,10:58:00,November,Sunday,morning,weekend
4734,Bread,26/11/2017,11:58:00,November,Sunday,morning,weekend
4734,Coffee,26/11/2017,12:58:00,November,Sunday,afternoon,weekend
4734,Brioche and salami,26/11/2017,13:58:00,November,Sunday,afternoon,weekend
4735,Coffee,26/11/2017,14:58:00,November,Sunday,afternoon,weekend
4735,Coffee,26/11/2017,15:58:00,November,Sunday,afternoon,weekend
4735,Granola,26/11/2017,16:58:00,November,Sunday,afternoon,weekend
4735,Bread,26/11/2017,17:58:00,November,Sunday,evening,weekend
4736,Coffee,26/11/2017,18:58:00,November,Sunday,evening,weekend
4736,Coffee,26/11/2017,19:58:00,November,Sunday,evening,weekend
4736,Juice,26/11/2017,20:58:00,November,Sunday,evening,weekend
4736,Cake,26/11/2017,21:58:00,November,Sunday,night,weekend
4736,Scone,26/11/2017,22:58:00,November,Sunday,night,weekend
4737,Coffee,26/11/2017,23:58:00,November,Sunday,night,weekend
4737,Bread,27/11/2017,0:58:00,November,Monday,night,weekend
4738,Bread,27/11/2017,1:58:00,November,Monday,night,weekend
4738,Bread,27/11/2017,2:58:00,November,Monday,night,weekend
4739,Bread,27/11/2017,3:58:00,November,Monday,night,weekend
4740,Bread,27/11/2017,4:58:00,November,Monday,night,weekend
4740,Farm House,27/11/2017,5:58:00,November,Monday,morning,weekend
4741,Medialuna,27/11/2017,6:58:00,November,Monday,morning,weekend
4741,Pastry,27/11/2017,7:58:00,November,Monday,morning,weekend
4741,Coffee,27/11/2017,8:58:00,November,Monday,morning,weekend
4741,Coffee,27/11/2017,9:58:00,November,Monday,morning,weekend
4741,Bread,27/11/2017,10:58:00,November,Monday,morning,weekend
4742,Coffee,27/11/2017,11:58:00,November,Monday,morning,weekend
4742,Bread,27/11/2017,12:58:00,November,Monday,afternoon,weekend
4742,Farm House,27/11/2017,13:58:00,November,Monday,afternoon,weekend
4743,Coffee,27/11/2017,14:58:00,November,Monday,afternoon,weekend
4743,Pastry,27/11/2017,15:58:00,November,Monday,afternoon,weekend
4744,Pastry,27/11/2017,16:58:00,November,Monday,afternoon,weekend
4744,Bread,27/11/2017,17:58:00,November,Monday,evening,weekend
4745,Bread,27/11/2017,18:58:00,November,Monday,evening,weekend
4746,Coffee,27/11/2017,19:58:00,November,Monday,evening,weekend
4746,Bread,27/11/2017,20:58:00,November,Monday,evening,weekend
4747,Coffee,27/11/2017,21:58:00,November,Monday,night,weekend
4748,Bread,27/11/2017,22:58:00,November,Monday,night,weekend
4748,Juice,27/11/2017,23:58:00,November,Monday,night,weekend
4748,Jammie Dodgers,28/11/2017,0:58:00,November,Tuesday,night,weekend
4748,Brownie,28/11/2017,1:58:00,November,Tuesday,night,weekend
4749,Toast,28/11/2017,2:58:00,November,Tuesday,night,weekend
4749,Granola,28/11/2017,3:58:00,November,Tuesday,night,weekend
4749,Pastry,28/11/2017,4:58:00,November,Tuesday,night,weekend
4749,Coffee,28/11/2017,5:58:00,November,Tuesday,morning,weekend
4749,Bread,28/11/2017,6:58:00,November,Tuesday,morning,weekend
4750,Coffee,28/11/2017,7:58:00,November,Tuesday,morning,weekend
4750,Cake,28/11/2017,8:58:00,November,Tuesday,morning,weekend
4750,Tiffin,28/11/2017,9:58:00,November,Tuesday,morning,weekend
4750,Granola,28/11/2017,10:58:00,November,Tuesday,morning,weekend
4751,Gingerbread syrup,28/11/2017,11:58:00,November,Tuesday,morning,weekend
4751,Coffee,28/11/2017,12:58:00,November,Tuesday,afternoon,weekend
4752,Hearty & Seasonal,28/11/2017,13:58:00,November,Tuesday,afternoon,weekend
4752,Coffee,28/11/2017,14:58:00,November,Tuesday,afternoon,weekend
4752,Cake,28/11/2017,15:58:00,November,Tuesday,afternoon,weekend
4753,Pastry,28/11/2017,16:58:00,November,Tuesday,afternoon,weekend
4753,Tea,28/11/2017,17:58:00,November,Tuesday,evening,weekend
4753,Coffee,28/11/2017,18:58:00,November,Tuesday,evening,weekend
4753,Bread,28/11/2017,19:58:00,November,Tuesday,evening,weekend
4754,Coffee,28/11/2017,20:58:00,November,Tuesday,evening,weekend
4754,Alfajores,28/11/2017,21:58:00,November,Tuesday,night,weekend
4756,Medialuna,28/11/2017,22:58:00,November,Tuesday,night,weekend
4756,Jammie Dodgers,28/11/2017,23:58:00,November,Tuesday,night,weekend
4756,Muffin,29/11/2017,0:58:00,November,Wednesday,night,weekend
4756,Sandwich,29/11/2017,1:58:00,November,Wednesday,night,weekend
4757,Bread,29/11/2017,2:58:00,November,Wednesday,night,weekend
4758,Coffee,29/11/2017,3:58:00,November,Wednesday,night,weekend
4758,Tea,29/11/2017,4:58:00,November,Wednesday,night,weekend
4758,Juice,29/11/2017,5:58:00,November,Wednesday,morning,weekend
4759,Alfajores,29/11/2017,6:58:00,November,Wednesday,morning,weekend
4760,Hearty & Seasonal,29/11/2017,7:58:00,November,Wednesday,morning,weekend
4760,Truffles,29/11/2017,8:58:00,November,Wednesday,morning,weekend
4760,Mineral water,29/11/2017,9:58:00,November,Wednesday,morning,weekend
4760,Bread,29/11/2017,10:58:00,November,Wednesday,morning,weekend
4760,Scone,29/11/2017,11:58:00,November,Wednesday,morning,weekend
4760,Bread,29/11/2017,12:58:00,November,Wednesday,afternoon,weekend
4761,Coffee,29/11/2017,13:58:00,November,Wednesday,afternoon,weekend
4761,Jammie Dodgers,29/11/2017,14:58:00,November,Wednesday,afternoon,weekend
4761,Cookies,29/11/2017,15:58:00,November,Wednesday,afternoon,weekend
4762,Bread,29/11/2017,16:58:00,November,Wednesday,afternoon,weekend
4762,Toast,29/11/2017,17:58:00,November,Wednesday,evening,weekend
4763,Coffee,29/11/2017,18:58:00,November,Wednesday,evening,weekend
4763,Bread,29/11/2017,19:58:00,November,Wednesday,evening,weekend
4763,Bread,29/11/2017,20:58:00,November,Wednesday,evening,weekend
4764,Coffee,29/11/2017,21:58:00,November,Wednesday,night,weekend
4764,Truffles,29/11/2017,22:58:00,November,Wednesday,night,weekend
4765,Scone,29/11/2017,23:58:00,November,Wednesday,night,weekend
4765,Bread,30/11/2017,0:58:00,November,Thursday,night,weekend
4765,Bread,30/11/2017,1:58:00,November,Thursday,night,weekend
4766,Coffee,30/11/2017,2:58:00,November,Thursday,night,weekend
4766,Tea,30/11/2017,3:58:00,November,Thursday,night,weekend
4766,Cake,30/11/2017,4:58:00,November,Thursday,night,weekend
4766,Jammie Dodgers,30/11/2017,5:58:00,November,Thursday,morning,weekend
4767,Coffee,30/11/2017,6:58:00,November,Thursday,morning,weekend
4767,Jammie Dodgers,30/11/2017,7:58:00,November,Thursday,morning,weekend
4768,Bread,30/11/2017,8:58:00,November,Thursday,morning,weekend
4769,Medialuna,30/11/2017,9:58:00,November,Thursday,morning,weekend
4769,Alfajores,30/11/2017,10:58:00,November,Thursday,morning,weekend
4769,Coffee,30/11/2017,11:58:00,November,Thursday,morning,weekend
4769,Tea,30/11/2017,12:58:00,November,Thursday,afternoon,weekend
4770,Brownie,30/11/2017,13:58:00,November,Thursday,afternoon,weekend
4770,Alfajores,30/11/2017,14:58:00,November,Thursday,afternoon,weekend
4770,Hot chocolate,30/11/2017,15:58:00,November,Thursday,afternoon,weekend
4770,Tea,30/11/2017,16:58:00,November,Thursday,afternoon,weekend
4770,Bread,30/11/2017,17:58:00,November,Thursday,evening,weekend
4771,Coffee,30/11/2017,18:58:00,November,Thursday,evening,weekday
4771,Scone,30/11/2017,19:58:00,November,Thursday,evening,weekday
4772,Bread,30/11/2017,20:58:00,November,Thursday,evening,weekday
4774,Bread,30/11/2017,22:58:00,November,Thursday,night,weekday
4775,Coffee,30/11/2017,23:58:00,November,Thursday,night,weekday
4776,Bread,1/12/2017,0:58:00,December,Friday,night,weekday
4777,Bread,1/12/2017,1:58:00,December,Friday,night,weekday
4778,Bread,1/12/2017,2:58:00,December,Friday,night,weekday
4779,Scandinavian,1/12/2017,3:58:00,December,Friday,night,weekday
4779,Bread,1/12/2017,4:58:00,December,Friday,night,weekday
4779,Cookies,1/12/2017,5:58:00,December,Friday,morning,weekday
4780,Coffee,1/12/2017,6:58:00,December,Friday,morning,weekday
4781,Coffee,1/12/2017,7:58:00,December,Friday,morning,weekday
4782,Coffee,1/12/2017,8:58:00,December,Friday,morning,weekday
4782,Medialuna,1/12/2017,9:58:00,December,Friday,morning,weekday
4782,Cookies,1/12/2017,10:58:00,December,Friday,morning,weekday
4783,Cookies,1/12/2017,11:58:00,December,Friday,morning,weekday
4783,Coffee,1/12/2017,12:58:00,December,Friday,afternoon,weekday
4783,Bread,1/12/2017,13:58:00,December,Friday,afternoon,weekday
4783,Juice,1/12/2017,14:58:00,December,Friday,afternoon,weekday
